"","id","name","gene.id","gene.symbol","gene.name","entrez.id","chromosome","start.position","end.position","p","fold.change"
"15066",1053763,"A_23_P259801",4724,"NEK1","NIMA (never in mitosis gene a)-related kinase 1",4750,"4","n/a","n/a",0.0354,1.121
"15067",1041592,"CUST_214_PI416573500",35066,"MBD5","methyl-CpG binding domain protein 5",55777,"2","n/a","n/a",0.0183,1.121
"15068",1045191,"CUST_186_PI416408490",25681,"CLIC4","chloride intracellular channel 4",25932,"1","n/a","n/a",0.0312,1.121
"15069",1012741,"CUST_10656_PI416261804",11157,"GPN1","GPN-loop GTPase 1",11321,"2","n/a","n/a",0.0563,1.121
"15070",1063245,"A_32_P218025",1006508,"A_32_P218025","AGILENT probe A_32_P218025 (non-RefSeq)",0,"n/a","n/a","n/a",0.0576,1.121
"15071",1015459,"CUST_5223_PI416261804",94523,"ZNF621","zinc finger protein 621",285268,"3","n/a","n/a",0.0354,1.121
"15072",1070725,"A_24_P673209",1011713,"A_24_P673209","AGILENT probe A_24_P673209 (non-RefSeq)",0,"n/a","n/a","n/a",0.0906,1.121
"15073",1070927,"A_32_P151087",1011915,"A_32_P151087","AGILENT probe A_32_P151087 (non-RefSeq)",0,"n/a","n/a","n/a",0.0907,1.121
"15074",1029691,"CUST_8198_PI416261804",142318,"H2AFB2","H2A histone family, member B2",474381,"X","n/a","n/a",0.104,1.121
"15075",1039383,"CUST_472_PI416261804",54920,"C11orf48","chromosome 11 open reading frame 48",79081,"11","n/a","n/a",0.0892,1.121
"15076",1037266,"A_24_P330625",59091,"NFATC2IP","nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein",84901,"16","n/a","n/a",0.0596,1.121
"15077",1050585,"A_23_P54206",7210,"TSHR","thyroid stimulating hormone receptor",7253,"14","n/a","n/a",0.0346,1.121
"15078",1037693,"CUST_588_PI416261804",58496,"TMEM175","transmembrane protein 175",84286,"4","n/a","n/a",0.015,1.121
"15079",1066714,"A_24_P558135",1008820,"A_24_P558135","AGILENT probe A_24_P558135 (non-RefSeq)",0,"n/a","n/a","n/a",0.0971,1.121
"15080",1029023,"CUST_198_PI416573500",109951,"OR8S1","olfactory receptor, family 8, subfamily S, member 1",341568,"12","n/a","n/a",0.162,1.121
"15081",1054958,"A_24_P363609",3638,"IRF5","interferon regulatory factor 5",3663,"7","n/a","n/a",0.104,1.121
"15082",1042167,"A_23_P55639",34486,"RPRD1A","regulation of nuclear pre-mRNA domain containing 1A",55197,"18","n/a","n/a",0.0152,1.121
"15083",1063292,"A_24_P765923",1006540,"A_24_P765923","AGILENT probe A_24_P765923 (non-RefSeq)",0,"n/a","n/a","n/a",0.125,1.121
"15084",1064822,"A_24_P870176",1007560,"A_24_P870176","AGILENT probe A_24_P870176 (non-RefSeq)",0,"n/a","n/a","n/a",0.091,1.121
"15085",1030673,"A_23_P204581",7253,"TXNRD1","thioredoxin reductase 1",7296,"12","n/a","n/a",0.0074,1.121
"15086",1013629,"A_24_P280868",59190,"FAM86B1","family with sequence similarity 86, member B1",85002,"8","n/a","n/a",0.0283,1.121
"15087",1028060,"A_23_P113972",35052,"EXOC1","exocyst complex component 1",55763,"4","n/a","n/a",0.0142,1.121
"15088",1044117,"A_23_P114164",29711,"UBQLN2","ubiquilin 2",29978,"X","n/a","n/a",0.019,1.121
"15089",1036922,"A_32_P336776",59858,"FRMD7","FERM domain containing 7",90167,"X","n/a","n/a",0.0313,1.121
"15090",1033083,"A_23_P431346",85836,"PRR15","proline rich 15",222171,"7","n/a","n/a",0.0366,1.121
"15091",1065722,"A_32_P75559",1008166,"A_32_P75559","AGILENT probe A_32_P75559 (non-RefSeq)",0,"n/a","n/a","n/a",0.0462,1.121
"15092",1070338,"A_23_P361509",94682,"CAGE1","cancer antigen 1",285782,"6","n/a","n/a",0.0788,1.121
"15093",1018498,"CUST_10733_PI416261804",59190,"FAM86B1","family with sequence similarity 86, member B1",85002,"8","n/a","n/a",0.0079,1.121
"15094",1046009,"A_23_P63219",22881,"POGZ","pogo transposable element with ZNF domain",23126,"1","n/a","n/a",0.0652,1.121
"15095",1059650,"A_23_P384418",2559,"GAGE3","G antigen 3",2575,"X","n/a","n/a",0.00559,1.121
"15096",1052059,"A_32_P202588",6114,"RPL22","ribosomal protein L22",6146,"1","n/a","n/a",0.0456,1.121
"15097",1060813,"A_23_P125844",1004904,"A_23_P125844","AGILENT probe A_23_P125844 (non-RefSeq)",0,"n/a","n/a","n/a",0.0227,1.121
"15098",1010823,"CUST_2778_PI416261804",167814,"LOC642929","general transcription factor II, i pseudogene",642929,"9","n/a","n/a",0.0299,1.121
"15099",1020347,"A_23_P74809",22910,"CLCC1","chloride channel CLIC-like 1",23155,"1","n/a","n/a",0.0164,1.121
"15100",1018028,"A_24_P229426",165589,"GLYATL1P4","glycine-N-acyltransferase-like 1 pseudogene 4",643637,"11","n/a","n/a",0.127,1.121
"15101",1011045,"A_23_P417632",172272,"ECRP","ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin) pseudogene",643332,"14","n/a","n/a",0.0894,1.121
"15102",1023568,"CUST_533_PI417507815",124073,"ZNF805","zinc finger protein 805",390980,"19","n/a","n/a",0.0129,1.121
"15103",1068538,"A_24_P930506",1010008,"A_23_P200815","AGILENT probe A_23_P200815 (non-RefSeq)",0,"n/a","n/a","n/a",0.0208,1.121
"15104",1053946,"A_23_P362659",4589,"MYD88","myeloid differentiation primary response gene (88)",4615,"3","n/a","n/a",0.0993,1.121
"15105",1020706,"CUST_13277_PI416261804",3606,"INPP4A","inositol polyphosphate-4-phosphatase, type I, 107kDa",3631,"2","n/a","n/a",0.097,1.121
"15106",1022031,"CUST_1604_PI416261804",109639,"ARL16","ADP-ribosylation factor-like 16",339231,"17","n/a","n/a",0.111,1.121
"15107",1021250,"A_23_P132079",90333,"STEAP1B","STEAP family member 1B",256227,"7","n/a","n/a",0.17,1.121
"15108",1050652,"A_23_P160286",7132,"TPR","translocated promoter region, nuclear basket protein",7175,"1","n/a","n/a",0.056,1.121
"15109",1067507,"A_24_P920070",1009340,"A_24_P920070","AGILENT probe A_24_P920070 (non-RefSeq)",0,"n/a","n/a","n/a",0.113,1.121
"15110",1012770,"CUST_9539_PI416261804",55670,"TCTN2","tectonic family member 2",79867,"12","n/a","n/a",0.0303,1.121
"15111",1052273,"A_23_P28733",5901,"RBL1","retinoblastoma-like 1 (p107)",5933,"20","n/a","n/a",0.0445,1.121
"15112",1037218,"CUST_1376_PI416261804",59122,"RAB2B","RAB2B, member RAS oncogene family",84932,"14","n/a","n/a",0.072,1.121
"15113",1014176,"CUST_9997_PI416261804",2725,"GLRA2","glycine receptor, alpha 2",2742,"X","n/a","n/a",0.0999,1.121
"15114",1019067,"A_24_P109101",109771,"TMPRSS11A","transmembrane protease, serine 11A",339967,"4","n/a","n/a",0.0371,1.121
"15115",1038585,"A_24_P38722",56018,"WDR96","WD repeat domain 96",80217,"10","n/a","n/a",0.043,1.121
"15116",1010241,"CUST_8697_PI416261804",1000003,"LOC100130264","uncharacterized LOC100130264",100130264,"20","n/a","n/a",0.0848,1.121
"15117",1018643,"A_23_P305140",78734,"C10orf32","chromosome 10 open reading frame 32",119032,"10","n/a","n/a",0.0325,1.121
"15118",1065167,"A_23_P343261",80722,"LINC00337","long intergenic non-protein coding RNA 337",148645,"1","n/a","n/a",0.137,1.121
"15119",1027441,"A_24_P227415",41178,"CLEC7A","C-type lectin domain family 7, member A",64581,"12","n/a","n/a",0.167,1.121
"15120",1059700,"A_24_P930883",1004090,"A_24_P930883","AGILENT probe A_24_P930883 (non-RefSeq)",0,"n/a","n/a","n/a",0.0416,1.121
"15121",1031275,"A_24_P558070",124762,"TMEM200B","transmembrane protein 200B",399474,"1","n/a","n/a",0.063,1.121
"15122",1043709,"A_24_P392774",30626,"HSD17B12","hydroxysteroid (17-beta) dehydrogenase 12",51144,"11","n/a","n/a",0.0596,1.121
"15123",1022476,"CUST_7416_PI416261804",10579,"RFPL3-AS1","RFPL3 antisense RNA 1 (non-protein coding)",10737,"22","n/a","n/a",0.0876,1.121
"15124",1013437,"CUST_11745_PI416261804",27060,"PGAP2","post-GPI attachment to proteins 2",27315,"11","n/a","n/a",0.0336,1.121
"15125",1059510,"CUST_9126_PI416261804",2,"A1BG","alpha-1-B glycoprotein",1,"19","n/a","n/a",0.0361,1.121
"15126",1052151,"A_32_P164225",6016,"RNF5","ring finger protein 5, E3 ubiquitin protein ligase",6048,"6","n/a","n/a",0.118,1.121
"15127",1040370,"A_23_P47086",37101,"KRTAP5-8","keratin associated protein 5-8",57830,"11","n/a","n/a",0.163,1.121
"15128",1070744,"A_24_P713185",1011732,"A_24_P713185","AGILENT probe A_24_P713185 (non-RefSeq)",0,"n/a","n/a","n/a",0.0968,1.121
"15129",1020944,"A_24_P36944",181756,"CEP170P1","centrosomal protein 170kDa pseudogene 1",645455,"4","n/a","n/a",0.0282,1.121
"15130",1053104,"CUST_13114_PI416261804",5234,"PI3","peptidase inhibitor 3, skin-derived",5266,"20","n/a","n/a",0.087,1.121
"15131",1059552,"A_24_P931250",243,"ALOX15","arachidonate 15-lipoxygenase",246,"17","n/a","n/a",0.0494,1.121
"15132",1033179,"CUST_14843_PI416261804",85714,"SKA3","spindle and kinetochore associated complex subunit 3",221150,"13","n/a","n/a",0.185,1.121
"15133",1054598,"CUST_16394_PI416261804",3929,"LETM1","leucine zipper-EF-hand containing transmembrane protein 1",3954,"4","n/a","n/a",0.0256,1.121
"15134",1029368,"CUST_8291_PI416261804",2863,"GPX5","glutathione peroxidase 5 (epididymal androgen-related protein)",2880,"6","n/a","n/a",0.0376,1.121
"15135",1030963,"A_23_P217098",22985,"VPS13A","vacuolar protein sorting 13 homolog A (S. cerevisiae)",23230,"9","n/a","n/a",0.0685,1.121
"15136",1029380,"A_23_P130547",79086,"OR7D4","olfactory receptor, family 7, subfamily D, member 4",125958,"19","n/a","n/a",0.0573,1.121
"15137",1032001,"A_23_P351328",109731,"C2orf53","chromosome 2 open reading frame 53",339779,"2","n/a","n/a",0.12,1.121
"15138",1029116,"CUST_16637_PI416261804",26904,"CHIA","chitinase, acidic",27159,"1","n/a","n/a",0.0763,1.121
"15139",1016602,"A_23_P137948",29670,"NENF","neudesin neurotrophic factor",29937,"1","n/a","n/a",0.0354,1.121
"15140",1042456,"A_23_P58228",34248,"ODAM","odontogenic, ameloblast asssociated",54959,"4","n/a","n/a",0.188,1.121
"15141",1057952,"CUST_17126_PI416261804",1392,"CRP","C-reactive protein, pentraxin-related",1401,"1","n/a","n/a",0.0388,1.121
"15142",1014033,"A_24_P320796",111201,"FKBP9L","FK506 binding protein 9-like",360132,"7","n/a","n/a",0.0289,1.121
"15143",1052346,"A_23_P125001",5849,"RAC3","ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)",5881,"17","n/a","n/a",0.0184,1.121
"15144",1058880,"A_23_P106835",580,"BBS2","Bardet-Biedl syndrome 2",583,"16","n/a","n/a",0.0223,1.121
"15145",1050356,"CUST_12919_PI416261804",7428,"WNT1","wingless-type MMTV integration site family, member 1",7471,"12","n/a","n/a",0.0249,1.12
"15146",1034282,"A_32_P33114",81089,"KLB","klotho beta",152831,"4","n/a","n/a",0.0693,1.12
"15147",1043698,"A_23_P164797",30639,"ZNF580","zinc finger protein 580",51157,"19","n/a","n/a",0.0255,1.12
"15148",1032027,"A_23_P429624",109681,"TMEM52","transmembrane protein 52",339456,"1","n/a","n/a",0.129,1.12
"15149",1051171,"A_23_P159406",6659,"SPRR1B","small proline-rich protein 1B",6699,"1","n/a","n/a",0.0968,1.12
"15150",1052014,"CUST_13630_PI416261804",6133,"RPL35A","ribosomal protein L35a",6165,"3","n/a","n/a",0.0367,1.12
"15151",1060580,"A_24_P919388",90348,"LINC00521","long intergenic non-protein coding RNA 521",256369,"14","n/a","n/a",0.113,1.12
"15152",1013712,"A_24_P366493",85643,"CTAGE10P","CTAGE family, member 10, pseudogene",220429,"13","n/a","n/a",0.195,1.12
"15153",1031177,"A_23_P156562",125542,"CRIP3","cysteine-rich protein 3",401262,"6","n/a","n/a",0.0685,1.12
"15154",1016187,"A_24_P707543",1002648,"HMGN2P15","high mobility group nucleosomal binding domain 2 pseudogene 15",100288165,"17","n/a","n/a",0.0467,1.12
"15155",1023835,"CUST_13433_PI416261804",36419,"RTN4","reticulon 4",57142,"2","n/a","n/a",0.0539,1.12
"15156",1050219,"CUST_5611_PI416261804",7584,"ZNF75A","zinc finger protein 75a",7627,"16","n/a","n/a",0.0169,1.12
"15157",1030938,"A_24_P940426",9307,"QKI","QKI, KH domain containing, RNA binding",9444,"6","n/a","n/a",0.0237,1.12
"15158",1011286,"A_32_P147189",5725,"PTMA","prothymosin, alpha",5757,"2","n/a","n/a",0.0347,1.12
"15159",1012622,"CUST_4095_PI416261804",182011,"DND1P2","dead end homolog 1 pseudogene 2",644256,"17","n/a","n/a",0.122,1.12
"15160",1010329,"CUST_1784_PI416261804",10260,"SPAG11B","sperm associated antigen 11B",10407,"8","n/a","n/a",0.0897,1.12
"15161",1054857,"CUST_364_PI416408490",3718,"KCNA7","potassium voltage-gated channel, shaker-related subfamily, member 7",3743,"19","n/a","n/a",0.08,1.12
"15162",1041333,"CUST_1670_PI416261804",35414,"PCDHB4","protocadherin beta 4",56131,"5","n/a","n/a",0.104,1.12
"15163",1024324,"A_24_P315066",57879,"ZMIZ2","zinc finger, MIZ-type containing 2",83637,"7","n/a","n/a",0.0541,1.12
"15164",1062729,"A_32_P153361",1006158,"A_32_P153361","AGILENT probe A_32_P153361 (non-RefSeq)",0,"n/a","n/a","n/a",0.113,1.12
"15165",1051925,"A_32_P83795",6176,"RPS15","ribosomal protein S15",6209,"19","n/a","n/a",0.0253,1.12
"15166",1030034,"CUST_10916_PI416261804",6506,"SLC7A2","solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",6542,"8","n/a","n/a",0.215,1.12
"15167",1020172,"A_24_P348885",94354,"CYB561D1","cytochrome b-561 domain containing 1",284613,"1","n/a","n/a",0.128,1.12
"15168",1062310,"A_32_P119714",1005864,"A_32_P119714","AGILENT probe A_32_P119714 (non-RefSeq)",0,"n/a","n/a","n/a",0.022,1.12
"15169",1066937,"A_32_P109901",1008969,"A_32_P109901","AGILENT probe A_32_P109901 (non-RefSeq)",0,"n/a","n/a","n/a",0.12,1.12
"15170",1044523,"A_23_P71880",27035,"SPINK4","serine peptidase inhibitor, Kazal type 4",27290,"9","n/a","n/a",0.138,1.12
"15171",1054095,"A_23_P203888",4301,"MMP19","matrix metallopeptidase 19",4327,"12","n/a","n/a",0.0785,1.12
"15172",1018260,"A_23_P9415",45,"ACO1","aconitase 1, soluble",48,"9","n/a","n/a",0.0288,1.12
"15173",1013305,"CUST_44_PI417507815",151133,"LOC653340","hypothetical LOC653340",653340,"1","n/a","n/a",0.0396,1.12
"15174",1035774,"CUST_8921_PI416261804",78926,"GPHB5","glycoprotein hormone beta 5",122876,"14","n/a","n/a",0.00615,1.12
"15175",1031551,"CUST_982_PI416261804",119638,"KLHL30","kelch-like 30 (Drosophila)",377007,"2","n/a","n/a",0.124,1.12
"15176",1062653,"CUST_617_PI417507815",1006107,"CUST_617_PI417507815","AGILENT probe CUST_617_PI417507815 (non-RefSeq)",0,"n/a","n/a","n/a",0.152,1.12
"15177",1052008,"A_24_P20777",6135,"RPL37","ribosomal protein L37",6167,"5","n/a","n/a",0.0472,1.12
"15178",1017157,"A_24_P917178",1002916,"A_24_P917178","AGILENT probe A_24_P917178 (non-RefSeq)",0,"n/a","n/a","n/a",0.0595,1.12
"15179",1051847,"A_23_P103310",6245,"S100A7","S100 calcium binding protein A7",6278,"1","n/a","n/a",0.132,1.12
"15180",1026419,"A_23_P135157",9238,"PLAA","phospholipase A2-activating protein",9373,"9","n/a","n/a",0.0227,1.12
"15181",1025457,"A_24_P3140",27077,"ZNF638","zinc finger protein 638",27332,"2","n/a","n/a",0.0271,1.12
"15182",1023622,"CUST_16799_PI416261804",25723,"MMACHC","methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria",25974,"1","n/a","n/a",0.0301,1.12
"15183",1018319,"A_23_P49459",57373,"LOC81691","exonuclease NEF-sp",81691,"16","n/a","n/a",0.102,1.12
"15184",1061396,"A_24_P324577",1005249,"A_24_P324577","AGILENT probe A_24_P324577 (non-RefSeq)",0,"n/a","n/a","n/a",0.0334,1.12
"15185",1027541,"CUST_16900_PI416261804",593,"BCL2","B-cell CLL/lymphoma 2",596,"18","n/a","n/a",0.182,1.12
"15186",1010440,"A_32_P393316",10264,"RAPGEF3","Rap guanine nucleotide exchange factor (GEF) 3",10411,"12","n/a","n/a",0.0363,1.12
"15187",1055718,"A_23_P128201",3054,"NCKAP1L","NCK-associated protein 1-like",3071,"12","n/a","n/a",0.0849,1.12
"15188",1070807,"A_24_P852099",1011795,"A_24_P852099","AGILENT probe A_24_P852099 (non-RefSeq)",0,"n/a","n/a","n/a",0.032,1.12
"15189",1053876,"CUST_1595_PI416261804",4649,"NAP1L3","nucleosome assembly protein 1-like 3",4675,"X","n/a","n/a",0.0375,1.12
"15190",1057099,"A_32_P204676",2156,"FABP5","fatty acid binding protein 5 (psoriasis-associated)",2171,"8","n/a","n/a",0.0413,1.12
"15191",1040412,"CUST_603_PI416408490",37004,"SPTBN4","spectrin, beta, non-erythrocytic 4",57731,"19","n/a","n/a",0.179,1.12
"15192",1021410,"A_23_P117261",78873,"RXFP2","relaxin/insulin-like family peptide receptor 2",122042,"13","n/a","n/a",0.0956,1.12
"15193",1055239,"CUST_13161_PI416261804",3344,"HUS1","HUS1 checkpoint homolog (S. pombe)",3364,"7","n/a","n/a",0.0257,1.12
"15194",1061606,"A_32_P97513",1005399,"A_32_P97513","AGILENT probe A_32_P97513 (non-RefSeq)",0,"n/a","n/a","n/a",0.0503,1.12
"15195",1066256,"A_24_P930535",79392,"RBM45","RNA binding motif protein 45",129831,"2","n/a","n/a",0.0812,1.12
"15196",1033965,"A_23_P405794",81540,"NAGS","N-acetylglutamate synthase",162417,"17","n/a","n/a",0.0813,1.12
"15197",1012405,"CUST_10085_PI416261804",122754,"CCDC42B","coiled-coil domain containing 42B",387885,"12","n/a","n/a",0.0722,1.12
"15198",1016708,"A_23_P311468",79128,"ZNF428","zinc finger protein 428",126299,"19","n/a","n/a",0.105,1.12
"15199",1021522,"CUST_3925_PI416261804",169961,"RHPN2P1","rhophilin, Rho GTPase binding protein 2 pseudogene 1",646090,"15","n/a","n/a",0.0714,1.12
"15200",1043067,"A_24_P388622",32887,"STX18","syntaxin 18",53407,"4","n/a","n/a",0.0215,1.12
"15201",1013339,"CUST_8808_PI416261804",76651,"LOC113230","uncharacterized LOC113230",113230,"19","n/a","n/a",0.0415,1.12
"15202",1038086,"A_23_P15678",57901,"TEKT1","tektin 1",83659,"17","n/a","n/a",0.0249,1.12
"15203",1053272,"CUST_15382_PI416261804",5117,"PDE6H","phosphodiesterase 6H, cGMP-specific, cone, gamma",5149,"12","n/a","n/a",0.181,1.12
"15204",1025733,"CUST_2378_PI416261804",53,"ACRV1","acrosomal vesicle protein 1",56,"11","n/a","n/a",0.0422,1.12
"15205",1024886,"A_23_P207170",1431,"CSH1","chorionic somatomammotropin hormone 1 (placental lactogen)",1442,"17","n/a","n/a",0.112,1.12
"15206",1025220,"CUST_490_PI416408490",133834,"NUDT4P1","nudix (nucleoside diphosphate linked moiety X)-type motif 4 pseudogene 1",440672,"1","n/a","n/a",0.0527,1.12
"15207",1069602,"A_24_P612020",1010870,"A_24_P612020","AGILENT probe A_24_P612020 (non-RefSeq)",0,"n/a","n/a","n/a",0.0454,1.12
"15208",1037126,"A_23_P311585",59467,"KRTAP9-4","keratin associated protein 9-4",85280,"17","n/a","n/a",0.045,1.12
"15209",1043943,"A_23_P36624",30324,"TAS2R7","taste receptor, type 2, member 7",50837,"12","n/a","n/a",0.0738,1.12
"15210",1066370,"A_24_P715644",1008582,"A_24_P715644","AGILENT probe A_24_P715644 (non-RefSeq)",0,"n/a","n/a","n/a",0.0157,1.12
"15211",1064568,"A_32_P227615",1007388,"A_24_P465306","AGILENT probe A_24_P465306 (non-RefSeq)",0,"n/a","n/a","n/a",0.0519,1.12
"15212",1066454,"A_32_P234954",1008643,"A_32_P234954","AGILENT probe A_32_P234954 (non-RefSeq)",0,"n/a","n/a","n/a",0.171,1.12
"15213",1067986,"A_32_P86466",122924,"SCIMP","SLP adaptor and CSK interacting membrane protein",388325,"17","n/a","n/a",0.0965,1.12
"15214",1057882,"CUST_707_PI416261804",1458,"CST1","cystatin SN",1469,"20","n/a","n/a",0.086,1.12
"15215",1053346,"A_23_P126225",5049,"PAX7","paired box 7",5081,"1","n/a","n/a",0.0734,1.12
"15216",1027603,"A_23_P213920",2550,"GABRG2","gamma-aminobutyric acid (GABA) A receptor, gamma 2",2566,"5","n/a","n/a",0.0235,1.12
"15217",1064277,"A_32_P75661",1007186,"A_32_P75661","AGILENT probe A_32_P75661 (non-RefSeq)",0,"n/a","n/a","n/a",0.0337,1.12
"15218",1029868,"A_24_P167642",2627,"GCH1","GTP cyclohydrolase 1",2643,"14","n/a","n/a",0.179,1.12
"15219",1044294,"A_24_P210569",28842,"SCG3","secretogranin III",29106,"15","n/a","n/a",0.0664,1.12
"15220",1038129,"A_23_P8269",57794,"TAAR8","trace amine associated receptor 8",83551,"6","n/a","n/a",0.104,1.12
"15221",1039794,"CUST_5553_PI416261804",41269,"GORASP1","golgi reassembly stacking protein 1, 65kDa",64689,"3","n/a","n/a",0.0422,1.12
"15222",1026310,"A_23_P12477",22710,"SCMH1","sex comb on midleg homolog 1 (Drosophila)",22955,"1","n/a","n/a",0.0442,1.12
"15223",1041332,"A_23_P81262",35414,"PCDHB4","protocadherin beta 4",56131,"5","n/a","n/a",0.00949,1.12
"15224",1020334,"A_23_P97906",22733,"NT5C2","5'-nucleotidase, cytosolic II",22978,"10","n/a","n/a",0.0633,1.12
"15225",1035509,"CUST_1708_PI416261804",79218,"PODN","podocan",127435,"1","n/a","n/a",0.0924,1.12
"15226",1025147,"CUST_11181_PI416261804",8941,"PIAS2","protein inhibitor of activated STAT, 2",9063,"18","n/a","n/a",0.0305,1.12
"15227",1051732,"A_24_P381901",6340,"CX3CL1","chemokine (C-X3-C motif) ligand 1",6376,"16","n/a","n/a",0.0107,1.12
"15228",1044617,"A_23_P161481",26888,"KIAA1274","KIAA1274",27143,"10","n/a","n/a",0.00899,1.119
"15229",1029060,"CUST_6929_PI416261804",55945,"FRAS1","Fraser syndrome 1",80144,"4","n/a","n/a",0.102,1.119
"15230",1050454,"A_32_P203362",7329,"UMPS","uridine monophosphate synthetase",7372,"3","n/a","n/a",0.112,1.119
